ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalogue","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: _wpml_import_translation_group","Meta: _wpml_import_language_code","Meta: _wpml_import_source_language_code"
51357,simple,,,"LOOP Hot Peach Strong",1,0,visible,"Experience the bold flavor of LOOP Hot Peach Strong nicotine pouches. Convenient, discreet, and satisfying for a lasting nicotine hit.","Experience a burst of flavor and convenience with LOOP Hot Peach Strong nicotine pouches. These pouches deliver a powerful nicotine kick while tantalizing your taste buds with the delicious essence of ripe peaches. Perfect for on-the-go use, each pouch offers discreet and long-lasting enjoyment. Upgrade your nicotine experience with LOOP Hot Peach Strong pouches today.",,,taxable,,1,,,0,0,,,,,1,,,,LOOP,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/loop-hot-peach-strong-1.png,,,,,,,,,0,,,,,,7789,us,
51358,simple,,,"LOOP Jalapeno Lime Slim Hyper Strong",1,0,visible,"Experience the zesty kick of LOOP Jalapeno Lime Slim Hyper Strong nicotine pouches. Convenient and flavorful option for nicotine pouch users.","Experience a burst of flavor with LOOP Jalapeno Lime Slim Hyper Strong nicotine pouches. These convenient pouches deliver a powerful nicotine kick in a zesty jalapeno lime flavor. Enjoy discreet and long-lasting nicotine satisfaction anytime, anywhere. Ideal for those seeking a bold and refreshing nicotine experience. Discover the perfect balance of convenience, flavor, and nicotine delivery with LOOP nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,,,LOOP,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/loop-jalapeno-lime-slim-hyper-strong-1.png,,,,,,,,,0,,,,,,7790,us,
51359,simple,,,"LOOP Smooth Mint Extra Strong",1,0,visible,"Experience extra strong nicotine satisfaction with LOOP Smooth Mint pouches. Get a refreshing mint flavor on the go with these convenient nicotine pouches.","Experience a refreshing burst of flavor and a powerful nicotine kick with LOOP Smooth Mint Extra Strong nicotine pouches. These convenient pouches offer a discreet and hassle-free way to enjoy nicotine anytime, anywhere. With a cool mint flavor and an extra strong nicotine delivery, LOOP pouches provide a satisfying experience for nicotine users on-the-go. Elevate your nicotine enjoyment with LOOP Smooth Mint Extra Strong nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,,,LOOP,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/loop-smooth-mint-extra-strong-1.png,,,,,,,,,0,,,,,,7773,us,
51360,simple,,,"On! Plus Berry Slim Normal",1,0,visible,"Experience the refreshing taste of On! Plus Berry Slim Normal nicotine pouches. Convenient and discreet, enjoy nicotine without the smoke.","Enjoy the refreshing taste of On! Plus Berry Slim Normal nicotine pouches. These discreet pouches deliver a convenient and flavorful nicotine experience. With a slim design for comfort and ease of use, these pouches provide a quick nicotine delivery, perfect for on-the-go use. Experience the burst of berry flavor while satisfying your nicotine cravings anytime, anywhere. Choose On! Plus Berry for a convenient and enjoyable way to enjoy nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,,,"ON!, Uncategorized @us",,,https://nicotine-pouches.org/wp-content/uploads/2024/08/on-plus-berry-slim-normal-1.png,,,,,,,,,0,,,,,,7741,us,
51361,simple,10008,,"On! Plus Berry Slim Strong",1,0,visible,"Enjoy the convenience and bold flavor of On! Plus Berry Slim Strong nicotine pouches for a smoke-free experience anytime, anywhere.","Discover On! Plus Berry Slim Strong nicotine pouches, a convenient and flavorful way to enjoy nicotine on the go. With a satisfying berry taste and a strong nicotine delivery, these pouches provide a discreet and smoke-free experience. Experience the freedom of On! Plus pouches wherever you are.",,,taxable,,1,,,0,0,,,,,1,,,"3,39","ON!, Uncategorized @us",,,https://nicotine-pouches.org/wp-content/uploads/2024/08/on-plus-berry-slim-strong-1.png,,,,,,,,,0,,,,,,7742,us,
51362,simple,,,"On! Plus Smooth Mint Slim Strong",1,0,visible,"Experience the refreshing burst of On! Plus Smooth Mint Slim Strong nicotine pouches. Convenient and satisfying choice for nicotine pouch lovers.","Experience a burst of freshness with On! Plus Smooth Mint Slim Strong nicotine pouches. These discreet pouches offer convenience on-the-go and a satisfying mint flavor. Delivering a strong nicotine kick without tobacco, they are a perfect choice for those seeking a quick and clean nicotine experience. Discover the perfect balance of flavor and strength with On! Plus Smooth Mint nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,,,"ON!, Uncategorized @us",,,https://nicotine-pouches.org/wp-content/uploads/2024/08/on-plus-smooth-mint-slim-strong-1.png,,,,,,,,,0,,Flavor,,1,1,7743,us,
51363,simple,,,"On! Plus Citrus Slim Strong",1,0,visible,"Enjoy the refreshing taste of On! Plus Citrus Slim Strong nicotine pouches. Convenient and discreet, perfect for on-the-go nicotine satisfaction.","Experience the refreshing burst of Citrus with On! Plus Citrus Slim Strong nicotine pouches. Enjoy the convenience of discreet pouches delivering a strong nicotine kick. With no smoke or spit, savor the citrus flavor wherever you go. Elevate your nicotine experience with On! Plus Citrus pouches.",,,taxable,,1,,,0,0,,,,,1,,,,"ON!, Uncategorized @us",,,https://nicotine-pouches.org/wp-content/uploads/2024/08/on-plus-citrus-slim-strong-1.png,,,,,,,,,0,,,,,,7744,us,
51376,simple,,,"On! Plus Smooth Mint Slim Normal",1,0,visible,"Experience refreshing satisfaction with On! Plus Smooth Mint Slim Normal nicotine pouches. Enjoy discreet convenience anytime, anywhere.","Enjoy a refreshing nicotine experience with On! Plus Smooth Mint Slim Normal nicotine pouches. These pouches offer a convenient and discreet way to get your nicotine fix without the need for smoke or vapor. The smooth mint flavor provides a refreshing burst while the slim design ensures a comfortable fit. Experience convenient nicotine delivery anytime, anywhere with On! Plus nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,,,"ON!, Uncategorized @us",,,https://nicotine-pouches.org/wp-content/uploads/2024/08/on-plus-smooth-mint-slim-normal-1.png,,,,,,,,,0,,,,,,7739,us,
51377,simple,,,"On! Plus Citrus Slim Normal",1,0,visible,"Enjoy a citrus burst with On! Plus Citrus Slim Normal nicotine pouches. Convenient and discreet, these nicotine pouches offer a flavorful way to satisfy cravings.","Experience a burst of refreshing citrus with On! Plus Citrus Slim Normal nicotine pouches. These pouches offer the convenience of discreet, smoke-free nicotine delivery anytime, anywhere. Enjoy a long-lasting flavor sensation while satisfying your nicotine cravings. Elevate your experience with On! Plus Citrus Slim Normal nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,,,"ON!, Uncategorized @us",,,https://nicotine-pouches.org/wp-content/uploads/2024/08/on-plus-citrus-slim-normal-1.png,,,,,,,,,0,,,,,,7740,us,
51380,simple,,,"Velo Ruby Berry 10MG Slim Extra Strong",1,0,visible,"""Experience a burst of flavor with Velo Ruby Berry 10MG Slim Extra Strong nicotine pouches. Convenient and satisfying alternative to smoking.""","Experience the convenience of Velo Ruby Berry 10MG Slim Extra Strong nicotine pouches. With a burst of refreshing berry flavor, these pouches deliver a satisfying nicotine kick. Perfect for on-the-go use, they offer a discrete and flavorful alternative to traditional tobacco products. Try Velo Ruby Berry for a convenient and enjoyable nicotine experience.",,,taxable,,1,,,0,0,,,,,1,,"4,088",,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/velo-ruby-berry-10mg-slim-extra-strong-1.png,,,,,,,,,0,,,,,,2816,us,
51381,simple,VELO-RVMNPBV-2830,,"Velo Royal Violet",1,0,visible,"""Enjoy the rich flavor and convenience of Velo Royal Violet nicotine pouches. Experience a smooth and satisfying way to enjoy nicotine anytime, anywhere.""","Experience a burst of flavor and convenience with Velo Royal Violet nicotine pouches. These pouches deliver a smooth and satisfying nicotine experience in a discreet and easy-to-use format. Enjoy the royal violet flavor while getting your nicotine fix anytime, anywhere. Elevate your experience with Velo nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,"4,088",,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/velo-royal-violet-mini-1.png,,,,,,,,,0,,,,,,2830,us,
51382,simple,,,"Velo Ice Cool Strong",1,0,visible,"Stay cool and refreshed with Velo Ice Cool Strong nicotine pouches. Experience a convenient and gradual release of nicotine anytime, anywhere.","Enjoy a refreshing and convenient nicotine experience with Velo Ice Cool Strong nicotine pouches. Available in various flavors, these pouches deliver a strong nicotine kick without tobacco. Perfect for on-the-go use, Velo pouches offer a discreet and smoke-free alternative. Try Velo Ice Cool Strong for a cool and satisfying nicotine experience.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/velo-ice-cool-strong-1.png,,,,,,,,,0,,,,,,2832,us,
51383,simple,,,"Velo Urban Vibe 6mg",1,0,visible,"Enjoy a boost of energy on-the-go with Velo Urban Vibe 6mg nicotine pouches. Convenient and discreet for your urban lifestyle.","Experience the perfect balance of freshness and convenience with Velo Urban Vibe 6mg nicotine pouches. Indulge in a burst of flavor while enjoying discreet nicotine delivery. Ideal for on-the-go lifestyles, these pouches offer a hassle-free alternative to traditional tobacco products. Dive into a world of flavored satisfaction with Velo nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/velo-urban-vibe-6mg-1.png,,,,,,,,,0,,,,,,2834,us,
51384,simple,,,"Velo Freeze X-Strong",1,0,visible,"Enjoy the intense kick of Velo Freeze X-Strong nicotine pouches. Stay refreshed and satisfied with these convenient, tobacco-free pouches.","Experience a chill with Velo Freeze X-Strong nicotine pouches. These pouches offer a convenient and discreet way to enjoy a burst of icy freshness and intense nicotine delivery. Available in a variety of delicious flavors, these nicotine pouches are perfect for users seeking a strong yet satisfying experience. Say goodbye to smoke and hello to a refreshing and flavorful alternative with Velo Freeze X-Strong nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/velo-freeze-x-strong-1.png,,,,,,,,,0,,,,,,2852,us,
51385,simple,,,"Velo Ruby Berry Slim Normal",1,0,visible,"Experience the delicious taste of Velo Ruby Berry Slim Normal nicotine pouches - convenient and satisfying for on-the-go enjoyment.","Try Velo Ruby Berry Slim Normal nicotine pouches for a convenient and flavorful nicotine delivery. These pouches offer a refreshing berry taste while providing a satisfying nicotine experience. With Velo, enjoy discreet and easy-to-use pouches for on-the-go enjoyment.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/06/velo-ruby-berry-slim-normal.webp,,,,,,,,,0,,,,,,2664,us,
51386,simple,,,"Velo Cooling Storm 10.9 mg",1,0,visible,"Stay cool with Velo Cooling Storm 10.9mg nicotine pouches. Enjoy a refreshing burst of flavor anywhere, anytime with these convenient pouches.","Experience a refreshing burst with Velo Cooling Storm 10.9 mg nicotine pouches. Convenient and discreet, these pouches deliver a crisp menthol flavor and satisfying nicotine kick. Perfect for on-the-go use, Velo Cooling Storm provides a quick and enjoyable nicotine experience wherever you are. Try these nicotine pouches for a convenient and flavorful option.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/velo-cooling-storm-10-9-mg-1.png,,,,,,,,,0,,,,,,2924,us,
51387,simple,,,"Velo Tropical Breeze",1,0,visible,"Experience the refreshing breeze with Velo Tropical Breeze nicotine pouches. Convenient, tropical flavor for on-the-go relaxation.","Experience the refreshing taste of Velo Tropical Breeze nicotine pouches. Enjoy the convenience and discreetness these pouches offer, delivering a burst of tropical flavor and smooth nicotine satisfaction. Elevate your experience with Velo's flavorful blend, perfect for on-the-go use anywhere, anytime. Shop now for a delightful nicotine experience.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/06/velo-tropical-breeze-6mg.webp,,,,,,,,,0,,,,,,2690,us,
51388,simple,,,"Velo Citrus Mint 10mg",1,0,visible,"Enjoy the refreshing blend of citrus and mint with Velo Citrus Mint 10mg nicotine pouches. Convenient, discreet, and nicotine satisfaction on the go.","Experience the refreshing blend of citrus and mint with Velo Citrus Mint 10mg nicotine pouches. Convenient and discreet, these pouches deliver a smooth nicotine hit without the need for smoke or vapor. Perfect for on-the-go use, they offer a refreshing burst of flavor while satisfying your nicotine cravings. Choose Velo for a convenient and flavorful nicotine experience anytime, anywhere.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/velo-citrus-mint-10mg-1.png,,,,,,,,,0,,,,,,2958,us,
51389,simple,,,"Velo Watermelon Mint 10mg",1,0,visible,"Enjoy the refreshing fusion of watermelon and mint with Velo 10mg Nicotine Pouches. Convenient and discreet for a satisfying experience anytime.","Enhance your vaping experience with Velo Watermelon Mint 10mg nicotine pouches. Enjoy the refreshing blend of watermelon and mint flavors while relishing the convenience of these discreet pouches. Get a quick nicotine hit anytime, anywhere with these smoke-free pouches. With Velo, flavor meets portability for a satisfying and convenient nicotine delivery. Experience a burst of freshness with Velo nicotine pouches!",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/velo-watermelon-mint-10mg-1.png,,,,,,,,,0,,,,,,2960,us,
51390,simple,,,"Velo Lime Flame",1,0,visible,"Experience the zesty kick of Velo Lime Flame nicotine pouches for a refreshing burst of flavor on the go. Fast, discreet, and satisfying.","Experience a burst of refreshing lime flavor with Velo Lime Flame nicotine pouches. Convenient and discreet, these pouches deliver a quick nicotine hit anytime, anywhere. Say goodbye to tobacco with these smoke-free pouches that offer a hassle-free way to satisfy your cravings. Discover the ultimate convenience and bold flavor with Velo Lime Flame nicotine pouches.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/08/unumtlEFm49I1QQHWDX7ZyJvydB4oNoNtaIj9iKp.webp,,,,,,,,,0,,,,,,2962,us,
51391,simple,,,"Velo Cinnamon Flame 10mg",1,0,visible,"Get the Velo Cinnamon Flame 10mg nicotine pouches for a flavorful and convenient way to enjoy nicotine on-the-go. Ideal for nicotine pouch lovers!","Experience the smooth blend of cinnamon with a fiery kick in Velo Cinnamon Flame 10mg nicotine pouches. Convenient and discreet, these pouches offer a delicious flavor profile while delivering a satisfying nicotine hit. Elevate your experience with Velo's innovative approach to nicotine enjoyment.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/06/velo-cinnamon-flame-10mg.webp,,,,,,,,,0,,,,,,2964,us,
51392,simple,,,"Velo Ruby Berry Mini",1,0,visible,"Enjoy the flavor of Velo Ruby Berry Mini nicotine pouches - a convenient and flavorful way to satisfy your cravings on-the-go.","Enjoy the convenience and bold flavors of Velo Ruby Berry Mini nicotine pouches. These pouches deliver a smooth nicotine experience in a discreet and easy-to-use format. With a burst of refreshing berry flavor, Velo pouches offer a convenient and satisfying alternative to traditional tobacco products. Upgrade your nicotine delivery with Velo Ruby Berry for a flavorful and enjoyable experience on the go.",,,taxable,,1,,,0,0,,,,,1,,,,Velo,,,https://nicotine-pouches.org/wp-content/uploads/2024/06/velo-ruby-berry-mini-8mg.webp,,,,,,,,,0,,,,,,2722,us,
51395,simple,,,"Klint Lavender Mini",1,0,visible,"Experience the convenience of Klint Lavender Mini nicotine pouches for a refreshing and discreet way to enjoy nicotine on the go.","Experience a burst of refreshing lavender with Klint Lavender Mini nicotine pouches. Convenient and discreet, these pouches deliver a satisfying nicotine kick without tobacco. Available in a variety of flavors, they offer a convenient and discreet way to enjoy nicotine. Try Klint Lavender Mini for a portable, smoke-free experience anytime, anywhere.",,,taxable,,1,,,0,0,,,,,1,,,,KLINT,,,https://nicotine-pouches.org/wp-content/uploads/2024/03/Lavender_Mini_Nicotine_Pouches_by_Klint_16MG_2048x2048.jpg,,,,,,,,,0,,,,,,3004,us,
51396,simple,,,"KURWA Frost Ice Collection",1,0,visible,"Discover the refreshing KURWA Frost Ice Collection nicotine pouches for a cool and convenient nicotine experience on the go.","Experience a refreshing blast with KURWA Frost Ice Collection nicotine pouches. Enjoy the convenience of discreet nicotine delivery in various invigorating flavors. Elevate your experience with a cool sensation that lasts. Discover a new way to enjoy nicotine pouches with KURWA Frost Ice Collection.",,,taxable,,1,,,0,0,,,,,1,,,,KURWA,,,https://nicotine-pouches.org/wp-content/uploads/2024/03/Frost_Ice_Collection_Nicotine_Pouches_by_KURWA_19.6MG_2048x2048.jpg,,,,,,,,,0,,,,,,3002,us,
51397,simple,,,"77 Liquorice & Citrus VB Edition",1,0,visible,"For 77 Liquorice & Citrus VB Edition:<br />\n<br />\nCompare prices on 77 Liquorice & Citrus VB Edition at various retailers to ensure you're getting the best value. Check online shops, local stores, and specialty shops to find the lowest price. By doing a quick price comparison, you can save money and make sure you’re getting the best deal on your nicotine pouches. Don't miss out on potential discounts or promotions that can help you save even more.","Experience a flavorful twist with 77 Liquorice & Citrus VB Edition nicotine pouches. These convenient pouches deliver a refreshing blend of liquorice and citrus flavors along with a satisfying nicotine kick. Enjoy the convenience and discreetness of nicotine pouches anytime, anywhere. Elevate your vaping experience with these unique and flavorful pouches.",,,taxable,,1,,,0,0,,,,,1,,,,77,,,https://nicotine-pouches.org/wp-content/uploads/2024/03/Liquorice_Citrus_VB_Edition_Nicotine_Pouches_By_77_20MG_2048x2048.jpg,,,,,,,,,0,,,,,,3000,us,
51398,simple,,,"Pablo Cappuccino",1,0,visible,"Enjoy a burst of rich coffee flavor with Pablo Cappuccino nicotine pouches. Perfect for a quick and discreet nicotine fix on the go.","Try the Pablo Cappuccino nicotine pouches for a delicious coffee-flavored nicotine experience. These convenient pouches offer a discreet way to enjoy nicotine without smoke or vapor. With a rich cappuccino taste, they provide a smooth nicotine delivery. Say goodbye to smoke breaks and enjoy your nicotine on-the-go with these flavor-packed pouches.",,,taxable,,1,,,0,0,,,,,1,,,,PABLO,,,https://nicotine-pouches.org/wp-content/uploads/2024/03/pablo-pablo-exclusive-cappuccino.webp,,,,,,,,,0,,,,,,2998,us,
